Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.233;-;-;1.233;-;-
Wählende;469;38,0 %;-;469.0;38,0 %;-
Ungültige Stimmen;9;1,9 %;-;7.0;1,5 %;-
Gültige Stimmen;460;98,1 %;-;462.0;98,5 %;-
SPD;165;35,9 %;-;160.0;34,6 %;-
AfD;169;36,7 %;-;162.0;35,1 %;-
CDU;72;15,7 %;-;56.0;12,1 %;-
GRÜNE/B 90;4;0,9 %;-;4.0;0,9 %;-
DIE LINKE;33;7,2 %;-;6.0;1,3 %;-
BVB / FREIE WÄHLER;9;2,0 %;-;4.0;0,9 %;-
FDP;4;0,9 %;-;0.0;0,0 %;-
Tierschutzpartei;-;-;-;6.0;1,3 %;-
Plus;-;-;-;1.0;0,2 %;-
BSW;-;-;-;60.0;13,0 %;-
III. Weg;-;-;-;1.0;0,2 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;4;0,9 %;-;2.0;0,4 %;-
WU;-;-;-;0.0;0,0 %;-
