Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;354;-;-;354;-;-
Wählende;205;57,9 %;-;205;57,9 %;-
Ungültige Stimmen;4;2,0 %;-;1;0,5 %;-
Gültige Stimmen;201;98,0 %;-;204;99,5 %;-
SPD;52;25,9 %;-;55;27,0 %;-
AfD;80;39,8 %;-;76;37,3 %;-
CDU;45;22,4 %;-;22;10,8 %;-
GRÜNE/B 90;3;1,5 %;-;1;0,5 %;-
DIE LINKE;8;4,0 %;-;4;2,0 %;-
BVB / FREIE WÄHLER;11;5,5 %;-;5;2,5 %;-
FDP;2;1,0 %;-;2;1,0 %;-
Tierschutzpartei;-;-;-;7;3,4 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;31;15,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;0;0,0 %;-;0;0,0 %;-
DLW;-;-;-;1;0,5 %;-
WU;-;-;-;0;0,0 %;-
