Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;698;-;-;698;-;-
Wählende;277;39,7 %;-;277;39,7 %;-
Ungültige Stimmen;3;1,1 %;-;2;0,7 %;-
Gültige Stimmen;274;98,9 %;-;275;99,3 %;-
SPD;102;37,2 %;-;89;32,4 %;-
AfD;113;41,2 %;-;112;40,7 %;-
CDU;33;12,0 %;-;20;7,3 %;-
GRÜNE/B 90;1;0,4 %;-;3;1,1 %;-
DIE LINKE;9;3,3 %;-;6;2,2 %;-
BVB / FREIE WÄHLER;7;2,6 %;-;4;1,5 %;-
FDP;6;2,2 %;-;5;1,8 %;-
Tierschutzpartei;-;-;-;2;0,7 %;-
Plus;2;0,7 %;-;1;0,4 %;-
BSW;-;-;-;33;12,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;1;0,4 %;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
