Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0.0;-;-
Wählende;1.277;-;-;1.277;-;-
Ungültige Stimmen;18;1,4 %;-;3.0;0,2 %;-
Gültige Stimmen;1.259;98,6 %;-;1.274;99,8 %;-
SPD;462;36,7 %;-;465.0;36,5 %;-
AfD;171;13,6 %;-;147.0;11,5 %;-
CDU;310;24,6 %;-;237.0;18,6 %;-
GRÜNE/B 90;133;10,6 %;-;102.0;8,0 %;-
DIE LINKE;54;4,3 %;-;34.0;2,7 %;-
BVB / FREIE WÄHLER;75;6,0 %;-;28.0;2,2 %;-
FDP;20;1,6 %;-;20.0;1,6 %;-
Tierschutzpartei;-;-;-;15.0;1,2 %;-
Plus;34;2,7 %;-;23.0;1,8 %;-
BSW;-;-;-;184.0;14,4 %;-
III. Weg;-;-;-;1.0;0,1 %;-
DKP;-;-;-;1.0;0,1 %;-
DLW;-;-;-;9.0;0,7 %;-
WU;-;-;-;8.0;0,6 %;-
