Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;392;-;-;392;-;-
Wählende;212;54,1 %;-;212;54,1 %;-
Ungültige Stimmen;0;0,0 %;-;1;0,5 %;-
Gültige Stimmen;212;100,0 %;-;211;99,5 %;-
SPD;64;30,2 %;-;58;27,5 %;-
AfD;99;46,7 %;-;87;41,2 %;-
CDU;27;12,7 %;-;25;11,8 %;-
GRÜNE/B 90;0;0,0 %;-;5;2,4 %;-
DIE LINKE;5;2,4 %;-;4;1,9 %;-
BVB / FREIE WÄHLER;6;2,8 %;-;2;0,9 %;-
FDP;3;1,4 %;-;0;0,0 %;-
Tierschutzpartei;7;3,3 %;-;5;2,4 %;-
Plus;-;-;-;1;0,5 %;-
BSW;-;-;-;24;11,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;1;0,5 %;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
