Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.038;-;-;1.038;-;-
Wählende;496;47,8 %;-;496.0;47,8 %;-
Ungültige Stimmen;17;3,4 %;-;6.0;1,2 %;-
Gültige Stimmen;479;96,6 %;-;490.0;98,8 %;-
SPD;161;33,6 %;-;154.0;31,4 %;-
AfD;188;39,2 %;-;186.0;38,0 %;-
CDU;61;12,7 %;-;39.0;8,0 %;-
GRÜNE/B 90;9;1,9 %;-;11.0;2,2 %;-
DIE LINKE;29;6,1 %;-;19.0;3,9 %;-
BVB / FREIE WÄHLER;25;5,2 %;-;11.0;2,2 %;-
FDP;4;0,8 %;-;1.0;0,2 %;-
Tierschutzpartei;-;-;-;6.0;1,2 %;-
Plus;-;-;-;1.0;0,2 %;-
BSW;-;-;-;59.0;12,0 %;-
III. Weg;-;-;-;2.0;0,4 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;2;0,4 %;-;0.0;0,0 %;-
WU;-;-;-;1.0;0,2 %;-
