Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;710;-;-;710;-;-
Ungültige Stimmen;4;0,6 %;-;2;0,3 %;-
Gültige Stimmen;706;99,4 %;-;708;99,7 %;-
SPD;132;18,7 %;-;178;25,1 %;-
AfD;123;17,4 %;-;110;15,5 %;-
CDU;119;16,9 %;-;96;13,6 %;-
GRÜNE/B 90;55;7,8 %;-;39;5,5 %;-
DIE LINKE;89;12,6 %;-;44;6,2 %;-
BVB / FREIE WÄHLER;169;23,9 %;-;75;10,6 %;-
FDP;8;1,1 %;-;6;0,8 %;-
Tierschutzpartei;-;-;-;20;2,8 %;-
Plus;-;-;-;16;2,3 %;-
BSW;-;-;-;121;17,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,1 %;-
DLW;-;-;-;1;0,1 %;-
WU;-;-;-;1;0,1 %;-
dieBasis;4;0,6 %;-;-;-;-
EB Link;7;1,0 %;-;-;-;-
