Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;877;-;-;877;-;-
Ungültige Stimmen;11;1,3 %;-;2;0,2 %;-
Gültige Stimmen;866;98,7 %;-;875;99,8 %;-
SPD;280;32,3 %;-;266;30,4 %;-
AfD;163;18,8 %;-;125;14,3 %;-
CDU;189;21,8 %;-;129;14,7 %;-
GRÜNE/B 90;65;7,5 %;-;37;4,2 %;-
DIE LINKE;60;6,9 %;-;41;4,7 %;-
BVB / FREIE WÄHLER;63;7,3 %;-;21;2,4 %;-
FDP;10;1,2 %;-;9;1,0 %;-
Tierschutzpartei;36;4,2 %;-;15;1,7 %;-
Plus;-;-;-;12;1,4 %;-
BSW;-;-;-;209;23,9 %;-
III. Weg;-;-;-;2;0,2 %;-
DKP;-;-;-;2;0,2 %;-
DLW;-;-;-;3;0,3 %;-
WU;-;-;-;4;0,5 %;-
